template_name,template_language,tool,smell_type,element_name
template_14064_api_with_swagger_authorizer_none.yaml,cloudformation,checkov,,
template_14376_api_with_basic_custom_domain_http.json,cloudformation,cfn-lint,,
template_14376_api_with_basic_custom_domain_http.json,cloudformation,cfn-lint,,
template_14376_api_with_basic_custom_domain_http.json,cloudformation,cfn-lint,,
template_14376_api_with_basic_custom_domain_http.json,cloudformation,trivy,,
template_14376_api_with_basic_custom_domain_http.json,cloudformation,trivy,,
template_14376_api_with_basic_custom_domain_http.json,cloudformation,checkov,,
template_14528_basic_layer.json,cloudformation,cfn-lint,,
template_14528_basic_layer.json,cloudformation,cfn-lint,,
template_14528_basic_layer.json,cloudformation,trivy,,
template_14528_basic_layer.json,cloudformation,checkov,,
template_15131_setup.yaml,cloudformation,cfn-lint,,
template_15131_setup.yaml,cloudformation,trivy,,
template_15131_setup.yaml,cloudformation,trivy,,
template_15131_setup.yaml,cloudformation,checkov,,
template_15499_Security-Best-Practices-for-CodeBuild.yaml,cloudformation,cfn-lint,,
template_15499_Security-Best-Practices-for-CodeBuild.yaml,cloudformation,trivy,,
template_15499_Security-Best-Practices-for-CodeBuild.yaml,cloudformation,checkov,,
template_15545_ddbs.cfn.yaml,cloudformation,cfn-lint,,
template_15545_ddbs.cfn.yaml,cloudformation,trivy,,
template_15545_ddbs.cfn.yaml,cloudformation,trivy,,
template_15545_ddbs.cfn.yaml,cloudformation,trivy,,
template_15545_ddbs.cfn.yaml,cloudformation,trivy,,
template_15545_ddbs.cfn.yaml,cloudformation,trivy,,
template_15545_ddbs.cfn.yaml,cloudformation,trivy,,
template_15545_ddbs.cfn.yaml,cloudformation,checkov,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,cfn-lint,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,cfn-lint,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,cfn-lint,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,cfn-lint,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,cfn-lint,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,cfn-lint,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,trivy,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,trivy,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,trivy,,
template_15595_function_with_deployment_alarms_and_hooks.yaml,cloudformation,checkov,,
template_16717_function_with_function_url_config_with_intrinsics.json,cloudformation,cfn-lint,,
template_16717_function_with_function_url_config_with_intrinsics.json,cloudformation,trivy,,
template_16717_function_with_function_url_config_with_intrinsics.json,cloudformation,checkov,,
template_16754_http_api_with_custom_domain_route53_multiple.json,cloudformation,cfn-lint,,
template_16754_http_api_with_custom_domain_route53_multiple.json,cloudformation,trivy,,
template_16754_http_api_with_custom_domain_route53_multiple.json,cloudformation,trivy,,
template_16754_http_api_with_custom_domain_route53_multiple.json,cloudformation,trivy,,
template_16754_http_api_with_custom_domain_route53_multiple.json,cloudformation,checkov,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,cfn-lint,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,cfn-lint,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,trivy,,
template_17116_01_A4L_vpn_demo.yaml,cloudformation,checkov,,
template_17330_aws-cloudformation.cf.yml,cloudformation,cfn-lint,,
template_17330_aws-cloudformation.cf.yml,cloudformation,cfn-lint,,
template_17330_aws-cloudformation.cf.yml,cloudformation,trivy,,
template_17330_aws-cloudformation.cf.yml,cloudformation,trivy,,
template_17330_aws-cloudformation.cf.yml,cloudformation,checkov,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,cfn-lint,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,trivy,,
template_19229_cloudformation.json,cloudformation,checkov,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,cfn-lint,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,cfn-lint,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,cfn-lint,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,cfn-lint,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,cfn-lint,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,cfn-lint,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,cfn-lint,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,trivy,,
template_19579_amplifyIdentityBrokerPostDeployment-cloudformation-template.json,cloudformation,checkov,,
template_19868_bad.yml,cloudformation,cfn-lint,,
template_19868_bad.yml,cloudformation,cfn-lint,,
template_19868_bad.yml,cloudformation,trivy,,
template_19868_bad.yml,cloudformation,trivy,,
template_19868_bad.yml,cloudformation,checkov,,
template_19934_bad.yml,cloudformation,cfn-lint,,
template_19934_bad.yml,cloudformation,trivy,,
template_19934_bad.yml,cloudformation,trivy,,
template_19934_bad.yml,cloudformation,trivy,,
template_19934_bad.yml,cloudformation,trivy,,
template_19934_bad.yml,cloudformation,trivy,,
template_19934_bad.yml,cloudformation,trivy,,
template_19934_bad.yml,cloudformation,trivy,,
template_19934_bad.yml,cloudformation,trivy,,
template_19934_bad.yml,cloudformation,checkov,,
template_21164_VPCPeering-Accepter.main.cfn.yaml,cloudformation,cfn-lint,,
template_21164_VPCPeering-Accepter.main.cfn.yaml,cloudformation,trivy,,
template_21164_VPCPeering-Accepter.main.cfn.yaml,cloudformation,checkov,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,cfn-lint,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,trivy,,
template_21284_template.yml,cloudformation,checkov,,
template_21622_corestack_secops_readonly_028811834831.json,cloudformation,cfn-lint,,
template_21622_corestack_secops_readonly_028811834831.json,cloudformation,cfn-lint,,
template_21622_corestack_secops_readonly_028811834831.json,cloudformation,cfn-lint,,
template_21622_corestack_secops_readonly_028811834831.json,cloudformation,cfn-lint,,
template_21622_corestack_secops_readonly_028811834831.json,cloudformation,cfn-lint,,
template_21622_corestack_secops_readonly_028811834831.json,cloudformation,cfn-lint,,
template_21622_corestack_secops_readonly_028811834831.json,cloudformation,trivy,,
template_21622_corestack_secops_readonly_028811834831.json,cloudformation,checkov,,
template_21636_template.json,cloudformation,cfn-lint,,
template_21636_template.json,cloudformation,cfn-lint,,
template_21636_template.json,cloudformation,cfn-lint,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,trivy,,
template_21636_template.json,cloudformation,checkov,,
template_22552_positive4.json,cloudformation,cfn-lint,,
template_22552_positive4.json,cloudformation,trivy,,
template_22552_positive4.json,cloudformation,checkov,,
template_22695_negative1.yaml,cloudformation,cfn-lint,,
template_22695_negative1.yaml,cloudformation,cfn-lint,,
template_22695_negative1.yaml,cloudformation,cfn-lint,,
template_22695_negative1.yaml,cloudformation,cfn-lint,,
template_22695_negative1.yaml,cloudformation,cfn-lint,,
template_22695_negative1.yaml,cloudformation,trivy,,
template_22695_negative1.yaml,cloudformation,trivy,,
template_22695_negative1.yaml,cloudformation,checkov,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,cfn-lint,,
template_22716_positive2.json,cloudformation,trivy,,
template_22716_positive2.json,cloudformation,checkov,,
template_23808_positive1.yaml,cloudformation,cfn-lint,,
template_23808_positive1.yaml,cloudformation,cfn-lint,,
template_23808_positive1.yaml,cloudformation,trivy,,
template_23808_positive1.yaml,cloudformation,trivy,,
template_23808_positive1.yaml,cloudformation,trivy,,
template_23808_positive1.yaml,cloudformation,trivy,,
template_23808_positive1.yaml,cloudformation,trivy,,
template_23808_positive1.yaml,cloudformation,trivy,,
template_23808_positive1.yaml,cloudformation,checkov,,
template_25158_positive2.json,cloudformation,cfn-lint,,
template_25158_positive2.json,cloudformation,trivy,,
template_25158_positive2.json,cloudformation,trivy,,
template_25158_positive2.json,cloudformation,trivy,,
template_25158_positive2.json,cloudformation,checkov,,
template_25223_positive3.json,cloudformation,cfn-lint,,
template_25223_positive3.json,cloudformation,trivy,,
template_25223_positive3.json,cloudformation,checkov,,
template_25790_positive4.json,cloudformation,cfn-lint,,
template_25790_positive4.json,cloudformation,trivy,,
template_25790_positive4.json,cloudformation,checkov,,
template_25955_negative2.json,cloudformation,cfn-lint,,
template_25955_negative2.json,cloudformation,cfn-lint,,
template_25955_negative2.json,cloudformation,cfn-lint,,
template_25955_negative2.json,cloudformation,cfn-lint,,
template_25955_negative2.json,cloudformation,cfn-lint,,
template_25955_negative2.json,cloudformation,cfn-lint,,
template_25955_negative2.json,cloudformation,cfn-lint,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,trivy,,
template_25955_negative2.json,cloudformation,checkov,,
template_26434_negative19.yaml,cloudformation,cfn-lint,,
template_26434_negative19.yaml,cloudformation,cfn-lint,,
template_26434_negative19.yaml,cloudformation,trivy,,
template_26434_negative19.yaml,cloudformation,checkov,,
