template_name,template_language,tool,smell_type,element_name
template_02688_project-cluster.json,cloudformation,cfn-lint,,
template_02688_project-cluster.json,cloudformation,trivy,,
template_02688_project-cluster.json,cloudformation,checkov,,
template_03343_service-autoscaling.yaml,cloudformation,cfn-lint,,
template_03343_service-autoscaling.yaml,cloudformation,trivy,,
template_03343_service-autoscaling.yaml,cloudformation,checkov,,
template_03517_tailscale-demo.yaml,cloudformation,cfn-lint,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,trivy,,
template_03517_tailscale-demo.yaml,cloudformation,checkov,,
template_03693_template.yaml,cloudformation,cfn-lint,,
template_03693_template.yaml,cloudformation,trivy,,
template_03693_template.yaml,cloudformation,checkov,,
template_03708_ExecuteTest.yaml,cloudformation,cfn-lint,,
template_03708_ExecuteTest.yaml,cloudformation,cfn-lint,,
template_03708_ExecuteTest.yaml,cloudformation,cfn-lint,,
template_03708_ExecuteTest.yaml,cloudformation,cfn-lint,,
template_03708_ExecuteTest.yaml,cloudformation,trivy,,
template_03708_ExecuteTest.yaml,cloudformation,checkov,,
template_03745_nested.yml,cloudformation,cfn-lint,,
template_03745_nested.yml,cloudformation,trivy,,
template_03745_nested.yml,cloudformation,trivy,,
template_03745_nested.yml,cloudformation,checkov,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,cfn-lint,,
template_03836_functions_ref.yaml,cloudformation,trivy,,
template_03836_functions_ref.yaml,cloudformation,trivy,,
template_03836_functions_ref.yaml,cloudformation,trivy,,
template_03836_functions_ref.yaml,cloudformation,trivy,,
template_03836_functions_ref.yaml,cloudformation,trivy,,
template_03836_functions_ref.yaml,cloudformation,trivy,,
template_03836_functions_ref.yaml,cloudformation,trivy,,
template_03836_functions_ref.yaml,cloudformation,checkov,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,cfn-lint,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,trivy,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,trivy,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,trivy,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,trivy,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,trivy,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,trivy,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,trivy,,
template_03974_existing-bucket-via-cloudformation-template.yaml,cloudformation,checkov,,
template_04381_demo.yaml,cloudformation,cfn-lint,,
template_04381_demo.yaml,cloudformation,trivy,,
template_04381_demo.yaml,cloudformation,trivy,,
template_04381_demo.yaml,cloudformation,trivy,,
template_04381_demo.yaml,cloudformation,checkov,,
template_04659_08_UngerwLifecycleHook.yaml,cloudformation,cfn-lint,,
template_04659_08_UngerwLifecycleHook.yaml,cloudformation,cfn-lint,,
template_04659_08_UngerwLifecycleHook.yaml,cloudformation,cfn-lint,,
template_04659_08_UngerwLifecycleHook.yaml,cloudformation,trivy,,
template_04659_08_UngerwLifecycleHook.yaml,cloudformation,trivy,,
template_04659_08_UngerwLifecycleHook.yaml,cloudformation,checkov,,
template_04839_v5_SparkUI.cf.yml,cloudformation,cfn-lint,,
template_04839_v5_SparkUI.cf.yml,cloudformation,trivy,,
template_04839_v5_SparkUI.cf.yml,cloudformation,checkov,,
template_05020_BaseInfrastructure-Linux-SaltMaster.template.yaml,cloudformation,cfn-lint,,
template_05020_BaseInfrastructure-Linux-SaltMaster.template.yaml,cloudformation,trivy,,
template_05020_BaseInfrastructure-Linux-SaltMaster.template.yaml,cloudformation,trivy,,
template_05020_BaseInfrastructure-Linux-SaltMaster.template.yaml,cloudformation,trivy,,
